"","business_id","open","city","review_count","name","neighborhoods","longitude","state","stars","latitude","type","hours.Friday.close","hours.Friday.open","hours.Tuesday.close","hours.Tuesday.open","hours.Thursday.close","hours.Thursday.open","hours.Wednesday.close","hours.Wednesday.open","hours.Monday.close","hours.Monday.open","hours.Saturday.close","hours.Saturday.open","hours.Sunday.close","hours.Sunday.open","attributes.Take-out","attributes.Drive-Thru","attributes.Caters","attributes.Noise Level","attributes.Takes Reservations","attributes.Delivery","attributes.Has TV","attributes.Outdoor Seating","attributes.Attire","attributes.Alcohol","attributes.Waiter Service","attributes.Accepts Credit Cards","attributes.Good for Kids","attributes.Good For Groups","attributes.Price Range","attributes.Happy Hour","attributes.Good For Dancing","attributes.Coat Check","attributes.Smoking","attributes.Wi-Fi","attributes.Wheelchair Accessible","attributes.Dogs Allowed","attributes.BYOB","attributes.Corkage","attributes.BYOB/Corkage","attributes.Order at Counter","attributes.By Appointment Only","attributes.Accepts Insurance","attributes.Open 24 Hours","attributes.Ages Allowed","attributes.Good For.dessert","attributes.Good For.latenight","attributes.Good For.lunch","attributes.Good For.dinner","attributes.Good For.brunch","attributes.Good For.breakfast","attributes.Ambience.romantic","attributes.Ambience.intimate","attributes.Ambience.classy","attributes.Ambience.hipster","attributes.Ambience.divey","attributes.Ambience.touristy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.casual","attributes.Parking.garage","attributes.Parking.street","attributes.Parking.validated","attributes.Parking.lot","attributes.Parking.valet","attributes.Music.dj","attributes.Music.background_music","attributes.Music.jukebox","attributes.Music.live","attributes.Music.video","attributes.Music.karaoke","attributes.Hair Types Specialized In.coloring","attributes.Hair Types Specialized In.africanamerican","attributes.Hair Types Specialized In.curly","attributes.Hair Types Specialized In.perms","attributes.Hair Types Specialized In.kids","attributes.Hair Types Specialized In.extensions","attributes.Hair Types Specialized In.asian","attributes.Hair Types Specialized In.straightperms","attributes.Dietary Restrictions.dairy-free","attributes.Dietary Restrictions.gluten-free","attributes.Dietary Restrictions.vegan","attributes.Dietary Restrictions.kosher","attributes.Dietary Restrictions.halal","attributes.Dietary Restrictions.soy-free","attributes.Dietary Restrictions.vegetarian"
"11",CyS-v4frMGcXeDIl2sZtqQ,TRUE,Urbana,5,Domino's Pizza,character(0),-88.2004115,IL,3,40.1242205,business,02:00,10:00,01:00,10:00,01:00,10:00,01:00,10:00,01:00,10:00,02:00,10:00,01:00,10:00,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",QWMwvT3voF9af9bZEwYj1A,FALSE,Urbana,14,Pro Nails,character(0),-88.1906486,IL,4,40.0930313,business,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,NA,NA,18:00,10:00,16:00,11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",0h0CK1TUmQ28D67KIqDjDw,TRUE,Urbana,5,County Market Discount Foods,character(0),-88.1930909,IL,2,40.0952257,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",vXxsDHzRvQEhK6YbNs3Nww,TRUE,Urbana,12,Meineke Car Care Center,character(0),-88.2025,IL,3.5,40.11993,business,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",0kRBRm5xOWclzemsLl9iQA,TRUE,Urbana,75,Hickory River Smokehouse,character(0),-88.197784,IL,3.5,40.128807,business,21:00,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,10:30,20:00,11:00,TRUE,NA,TRUE,average,FALSE,FALSE,TRUE,FALSE,casual,beer_and_wine,FALSE,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,no,TRUE,NA,FALSE,FALSE,yes_free,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1S07OVrtlA53CACci5jWgQ,TRUE,Urbana,17,Schnucks - Urbana,character(0),-88.2029151,IL,3.5,40.1139865,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",G-ULv_-GLBldesa-IIPlqA,TRUE,Urbana,4,US Post Office,character(0),-88.1637165,IL,2,40.1113451,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",7ICHhzV20NHITwLwaVWsQg,FALSE,Urbana,4,Corkscrew Wine Emporium,character(0),-88.2053424,IL,4,40.1138007,business,22:00,11:00,20:00,11:00,22:00,11:00,20:00,11:00,20:00,11:00,22:00,11:00,17:00,12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",O-xojjHJsvug_o8ssvO4uQ,TRUE,Urbana,4,TJ's Laundry & Dry Cleaning,character(0),-88.199349,IL,3.5,40.125897,business,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",Gf9HbiraKNZpxbxwScHBVw,TRUE,Urbana,28,The Apple Dumplin',character(0),-88.1625332782138,IL,3.5,40.1336703544176,business,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,NA,NA,20:00,07:00,15:00,11:00,TRUE,NA,TRUE,average,FALSE,FALSE,FALSE,FALSE,casual,none,TRUE,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,no,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",d9dbAhETeCCk1gOmRsAW9Q,TRUE,Urbana,12,Motel 6,character(0),-88.1962867,IL,1.5,40.1305062,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1,NA,NA,NA,NA,free,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",9wAPwDJJlvaWQVF56fYEfQ,FALSE,Urbana,3,Wingstop,character(0),-88.2030657,IL,4.5,40.1134471,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,casual,NA,FALSE,TRUE,TRUE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",DWZ1_iy-cTeehK5FTiqH-g,TRUE,Urbana,10,Steak 'n Shake,character(0),-88.198592,IL,1.5,40.133231,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,TRUE,TRUE,NA,average,FALSE,FALSE,NA,FALSE,casual,NA,NA,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",j5EEOKd7VAXv4Jxdxi9qgA,TRUE,Urbana,4,A To Z Appliance Repair,character(0),-88.1976634,IL,5,40.113679,business,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",vubRS4bmJ_8yXpn-67wNZA,TRUE,Urbana,25,First Wok,character(0),-88.1920978,IL,4,40.0962948,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,average,FALSE,FALSE,FALSE,FALSE,casual,none,FALSE,TRUE,TRUE,FALSE,1,NA,NA,NA,NA,no,TRUE,NA,NA,FALSE,yes_free,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",HnfKcyT3eEgkJC2SXkBe5A,TRUE,Urbana,3,Landscape Recycling Center,character(0),-88.194055,IL,5,40.115293,business,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",mv1gFZ8FYsFIOTENKhXddw,TRUE,Urbana,9,Papa Murphy's,character(0),-88.2030657,IL,3.5,40.1134471,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,average,FALSE,FALSE,FALSE,FALSE,casual,none,FALSE,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1ZMcQNF-hHL0nJSnh5_a4w,FALSE,Urbana,16,El Toro,character(0),-88.200627,IL,3.5,40.123643,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,very_loud,FALSE,FALSE,NA,TRUE,casual,full_bar,TRUE,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",jO-ttNypCvyiirNMX0-I5w,FALSE,Urbana,3,Ned Kelly's Steakhouse,character(0),-88.199861,IL,3.5,40.128228,business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",u-y1z3usKenHtOGrH5Vveg,TRUE,Urbana,23,Cracker Barrel Old Country Store,character(0),-88.1994841,IL,3.5,40.133434,business,23:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,23:00,06:00,22:00,06:00,TRUE,NA,FALSE,average,FALSE,FALSE,FALSE,FALSE,casual,none,TRUE,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,no,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",iOnQLUbEfnSO7LUR4F87Xg,TRUE,Urbana,6,A & E Animal Hospital,character(0),-88.166931,IL,4.5,40.0835549,business,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,12:00,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",H8zZGpE8mNlqxgYXnRlSfw,TRUE,Urbana,6,Beaumont Animal Clinic,character(0),-88.199848,IL,4.5,40.125869,business,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,12:00,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",vA8ed8BFvQxz4HFt8cHd9Q,TRUE,Urbana,21,Blain's Farm & Fleet,character(0),-88.1937109,IL,3.5,40.140714,business,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00,08:00,18:00,09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
